Time,Unfiltered,Ideal (Carla),Current,Test Filter,Unfiltered Error,Current Error,Test Filter Error
1400.500020869,-6103.082589823034,-6102.74853515625,-6102.780076943989,-6102.780076943989,0.33405466678414086,-0.10642924832063727,-0.10642924832063727
1400.500020869,-6103.082589823034,-6102.74853515625,-6102.780076943989,-6102.780076943989,0.33405466678414086,-0.10642924832063727,-0.10642924832063727
1400.500020869,-6103.082589823034,-6102.74853515625,-6102.780076943989,-6102.780076943989,0.33405466678414086,-0.10642924832063727,-0.10642924832063727
1400.500020869,-6103.082589823034,-6102.74853515625,-6102.780076943989,-6102.780076943989,0.33405466678414086,-0.10642924832063727,-0.10642924832063727
1400.500020869,-6103.082589823034,-6102.74853515625,-6102.780076943989,-6102.780076943989,0.33405466678414086,-0.10642924832063727,-0.10642924832063727
1400.500020869,-6103.082589823034,-6102.74853515625,-6102.780076943989,-6102.780076943989,0.33405466678414086,-0.10642924832063727,-0.10642924832063727
1400.500020869,-6103.082589823034,-6102.74853515625,-6102.780076943989,-6102.780076943989,0.33405466678414086,-0.10642924832063727,-0.10642924832063727
1400.500020869,-6103.082589823034,-6102.74853515625,-6102.780076943989,-6102.780076943989,0.33405466678414086,-0.10642924832063727,-0.10642924832063727
1400.500020869,-6103.082589823034,-6102.74853515625,-6102.780076943989,-6102.780076943989,0.33405466678414086,-0.10642924832063727,-0.10642924832063727
1400.500020869,-6103.082589823034,-6102.74853515625,-6102.780076943989,-6102.780076943989,0.33405466678414086,-0.10642924832063727,-0.10642924832063727
1400.500020869,-6103.082589823034,-6102.74853515625,-6102.780076943989,-6102.780076943989,0.33405466678414086,-0.10642924832063727,-0.10642924832063727
1400.500020869,-6103.082589823034,-6102.74853515625,-6102.780076943989,-6102.780076943989,0.33405466678414086,-0.10642924832063727,-0.10642924832063727
1400.500020869,-6103.082589823034,-6102.74853515625,-6102.780076943989,-6102.780076943989,0.33405466678414086,-0.10642924832063727,-0.10642924832063727
1400.500020869,-6103.082589823034,-6102.74853515625,-6102.780076943989,-6102.780076943989,0.33405466678414086,-0.10642924832063727,-0.10642924832063727
1400.500020869,-6103.082589823034,-6102.74853515625,-6102.780076943989,-6102.780076943989,0.33405466678414086,-0.10642924832063727,-0.10642924832063727
1400.500020869,-6103.082589823034,-6102.74853515625,-6102.780076943989,-6102.780076943989,0.33405466678414086,-0.10642924832063727,-0.10642924832063727
1400.500020869,-6103.082589823034,-6102.74853515625,-6102.780076943989,-6102.780076943989,0.33405466678414086,-0.10642924832063727,-0.10642924832063727
1400.500020869,-6103.082589823034,-6102.74853515625,-6102.780076943989,-6102.780076943989,0.33405466678414086,-0.10642924832063727,-0.10642924832063727
1400.500020869,-6103.082589823034,-6102.74853515625,-6102.780076943989,-6102.780076943989,0.33405466678414086,-0.10642924832063727,-0.10642924832063727
1400.500020869,-6103.082589823034,-6102.74853515625,-6102.780076943989,-6102.780076943989,0.33405466678414086,-0.10642924832063727,-0.10642924832063727
1400.500020869,-6103.082589823034,-6102.74853515625,-6102.780076943989,-6102.780076943989,0.33405466678414086,-0.10642924832063727,-0.10642924832063727
1400.500020869,-6103.082589823034,-6102.74853515625,-6102.780076943989,-6102.780076943989,0.33405466678414086,-0.10642924832063727,-0.10642924832063727
1400.500020869,-6103.082589823034,-6102.74853515625,-6102.780076943989,-6102.780076943989,0.33405466678414086,-0.10642924832063727,-0.10642924832063727
1400.500020869,-6103.082589823034,-6102.74853515625,-6102.780076943989,-6102.780076943989,0.33405466678414086,-0.10642924832063727,-0.10642924832063727
1400.500020869,-6103.082589823034,-6102.74853515625,-6102.780076943989,-6102.780076943989,0.33405466678414086,-0.10642924832063727,-0.10642924832063727
1400.500020869,-6103.082589823034,-6102.74853515625,-6102.780076943989,-6102.780076943989,0.33405466678414086,-0.10642924832063727,-0.10642924832063727
1400.500020869,-6103.082589823034,-6102.74853515625,-6102.780076943989,-6102.780076943989,0.33405466678414086,-0.10642924832063727,-0.10642924832063727
1400.500020869,-6103.082589823034,-6102.74853515625,-6102.780076943989,-6102.780076943989,0.33405466678414086,-0.10642924832063727,-0.10642924832063727
1400.500020869,-6103.082589823034,-6102.74853515625,-6102.780076943989,-6102.780076943989,0.33405466678414086,-0.10642924832063727,-0.10642924832063727
